0.25,0.00390625,0.00369399507
0.25,0.00401617819,0.00379794999
0.25,0.00412920024,0.0039048309
0.25,0.00424540276,0.00401471928
0.25,0.00436487561,0.00412770035
0.25,0.00448771054,0.00424386049
0.25,0.00461400207,0.00436329003
0.25,0.004743848,0.00448608026
0.25,0.0048773475,0.00461232569
0.25,0.00501460442,0.00474212458
0.25,0.00515572354,0.00487557566
0.25,0.00530081429,0.00501278276
0.25,0.00544998795,0.00515385065
0.25,0.00560335955,0.00529888831
0.25,0.00576104736,0.00544800796
0.25,0.00592317292,0.00560132414
0.25,0.00608986104,0.00575895468
0.25,0.00626123976,0.0059210211
0.25,0.00643744133,0.00608764822
0.25,0.00661860174,0.006258965
0.25,0.0068048602,0.00643510278
0.25,0.00699636014,0.00661619706
0.25,0.00719324965,0.006802388
0.25,0.0073956796,0.00699381856
0.25,0.00760380644,0.00719063636
0.25,0.00781778991,0.00739299273
0.25,0.00803779531,0.00760104368
0.25,0.00826399308,0.00781495031
0.25,0.0084965555,0.00803487562
0.25,0.00873566233,0.00826099049
0.25,0.00898149889,0.0084934691
0.25,0.00923425239,0.00873248838
0.25,0.00949412026,0.00897823554
0.25,0.00976129994,0.00923089776
0.25,0.0100359991,0.00949067064
0.25,0.0103184292,0.00975775439
0.25,0.0106088072,0.0100323539
0.25,0.0109073566,0.0103146806
0.25,0.0112143075,0.0106049525
0.25,0.0115298973,0.0109033938
0.25,0.0118543673,0.0112102339
0.25,0.0121879689,0.0115257083
0.25,0.0125309592,0.0118500609
0.25,0.0128836008,0.0121835414
0.25,0.0132461665,0.012526406
0.25,0.0136189358,0.01287892
0.25,0.0140021956,0.0132413544
0.25,0.0143962409,0.0136139886
0.25,0.0148013746,0.0139971087
0.25,0.0152179105,0.0143910106
0.25,0.0156461671,0.0147959972
0.25,0.0160864759,0.0152123813
0.25,0.0165391769,0.0156404842
0.25,0.0170046166,0.0160806328
0.25,0.0174831543,0.016533168
0.25,0.0179751609,0.01699844
0.25,0.0184810106,0.0174768027
0.25,0.0190010983,0.0179686304
0.25,0.0195358209,0.0184742976
0.25,0.02008559,0.0189941935
0.25,0.020650832,0.0195287224
0.25,0.021231981,0.020078294
0.25,0.021829484,0.0206433292
0.25,0.022443803,0.0212242678
0.25,0.0230754092,0.0218215548
0.25,0.0237247888,0.0224356484
0.25,0.0243924446,0.0230670255
0.25,0.0250788871,0.0237161685
0.25,0.025784649,0.0243835822
0.25,0.0265102722,0.0250697769
0.25,0.0272563156,0.0257752817
0.25,0.0280233547,0.0265006423
0.25,0.0288119782,0.0272464138
0.25,0.0296227951,0.0280131735
0.25,0.0304564293,0.0288015101
0.25,0.0313135237,0.0296120327
0.25,0.0321947373,0.0304453634
0.25,0.033100754,0.0313021503
0.25,0.0340322629,0.0321830437
0.25,0.0349899866,0.0330887251
0.25,0.0359746628,0.0340198986
0.25,0.0369870514,0.0349772759
0.25,0.0380279273,0.0359615944
0.25,0.0390980951,0.0369736105
0.25,0.040198382,0.0380141102
0.25,0.0413296297,0.0390838906
0.25,0.0424927175,0.0401837789
0.25,0.043688532,0.0413146168
0.25,0.0449180007,0.0424772799
0.25,0.0461820662,0.0436726585
0.25,0.0474817082,0.0449016839
0.25,0.0488179214,0.0461652875
0.25,0.0501917377,0.0474644564
0.25,0.0516042188,0.0488001853
0.25,0.0530564487,0.0501735061
0.25,0.054549545,0.0515854731
0.25,0.056084659,0.0530371703
0.25,0.057662975,0.0545297265
0.25,0.0592857078,0.0560642853
0.25,0.0609541051,0.057642024
0.25,0.062669456,0.0592641681
0.25,0.0644330755,0.0609319583
0.25,0.0662463307,0.062646687
0.25,0.068110615,0.0644096732
0.25,0.0700273588,0.0662222654
0.25,0.0719980448,0.0680858716
0.25,0.074024193,0.0700019225
0.25,0.076107353,0.0719718859
0.25,0.0782491416,0.0739972964
0.25,0.0804512054,0.0760797039
0.25,0.0827152357,0.0782207176
0.25,0.0850429758,0.0804219767
0.25,0.087436229,0.08268518
0.25,0.0898968279,0.0850120783
0.25,0.09242668,0.0874044672
0.25,0.095027715,0.089864172
0.25,0.0977019593,0.0923931003
0.25,0.100451455,0.0949931964
0.25,0.103278324,0.0976664647
0.25,0.106184743,0.100414954
0.25,0.109172963,0.103240803
0.25,0.112245269,0.106146172
0.25,0.11540404,0.109133303
0.25,0.118651703,0.112204492
0.25,0.121990755,0.115362108
0.25,0.125423774,0.118608586
0.25,0.128953412,0.121946439
0.25,0.132582381,0.125378221
0.25,0.136313468,0.128906563
0.25,0.140149549,0.132534206
0.25,0.144093603,0.136263952
0.25,0.148148626,0.140098631
0.25,0.152317777,0.14404124
0.25,0.15660426,0.148094818
0.25,0.161011353,0.152262434
0.25,0.165542483,0.156547353
0.25,0.170201123,0.160952866
0.25,0.174990878,0.165482357
0.25,0.179915398,0.170139283
0.25,0.18497853,0.174927309
0.25,0.190184131,0.179850042
0.25,0.195536226,0.184911326
0.25,0.201038942,0.190115035
0.25,0.20669651,0.195465192
0.25,0.212513298,0.200965911
0.25,0.218493775,0.206621423
0.25,0.224642545,0.21243608
0.25,0.230964363,0.218414396
0.25,0.237464085,0.224560931
0.25,0.24414672,0.230880454
0.25,0.251017421,0.237377822
0.25,0.258081466,0.244058028
0.25,0.265344322,0.250926226
0.25,0.272811532,0.257987708
0.25,0.280488908,0.265247911
0.25,0.288382322,0.272712409
0.25,0.296497881,0.280386984
0.25,0.304841846,0.288277566
0.25,0.313420594,0.296390176
0.25,0.32224077,0.304731101
0.25,0.33130917,0.313306749
0.25,0.340632766,0.322123706
0.25,0.350218713,0.331188798
0.25,0.360074461,0.340508997
0.25,0.370207548,0.350091487
0.25,0.380625814,0.359943658
0.25,0.391337246,0.37007305
0.25,0.402350128,0.380487531
0.25,0.413672954,0.391195089
0.25,0.425314397,0.402203977
0.25,0.437283456,0.413522661
0.25,0.449589312,0.425159872
0.25,0.46224153,0.43712458
0.25,0.475249767,0.449425995
0.25,0.488624096,0.462073594
0.25,0.502374768,0.475077093
0.25,0.516512454,0.488446593
0.25,0.53104794,0.502192259
0.25,0.545992553,0.516324818
0.25,0.561357677,0.53085506
0.25,0.577155232,0.545794189
0.25,0.593397319,0.56115371
0.25,0.610096514,0.576945543
0.25,0.627265632,0.593181729
0.25,0.644917965,0.609874904
0.25,0.663066983,0.627037764
0.25,0.681726813,0.644683659
0.25,0.70091176,0.662826121
0.25,0.720636547,0.681479156
0.25,0.740916491,0.700657129
0.25,0.761767089,0.720374763
0.25,0.783204496,0.740647316
0.25,0.805245161,0.761490345
0.25,0.827906132,0.782920003
0.25,0.851204753,0.804952621
0.25,0.875159085,0.827605307
0.25,0.899787486,0.850895524
0.25,0.925109029,0.874841154
0.25,0.951143146,0.899460614
0.25,0.977909863,0.924772918
0.25,1.00542986,0.950276554
0.25,1.03372443,0.965813339
0.25,1.06281507,0.975987017
0.25,1.09272444,0.983745873
0.25,1.12347555,0.990037084
0.25,1.155092,0.995304585
0.25,1.18759823,0.999797642
0.25,1.22101927,1
0.25,1.25538075,1
0.25,1.29070926,1
0.25,1.32703197,1
0.25,1.3643769,0.99999994
0.25,1.40277267,1
0.25,1.44224906,1
0.25,1.48283637,0.99999994
0.25,1.52456582,1
0.25,1.5674696,0.99999994
0.25,1.61158085,1
0.25,1.65693343,1
0.25,1.70356226,1
0.25,1.75150335,1
0.25,1.80079353,0.99999994
0.25,1.85147095,0.99999994
0.25,1.90357435,0.99999994
0.25,1.95714414,0.99999994
0.25,2.01222134,0.99999994
0.25,2.06884861,1.00000012
0.25,2.12706947,1
0.25,2.18692875,1.00000012
0.25,2.24847269,1
0.25,2.31174827,1.00000012
0.25,2.37680483,1
0.25,2.44369197,0.99999994
0.25,2.51246166,0.99999994
0.25,2.58316636,0.99999994
0.25,2.65586114,1
0.25,2.73060155,1
0.25,2.80744505,1
0.25,2.88645124,1
0.25,2.96768093,1
0.25,3.05119634,0.99999994
0.25,3.13706207,1
0.25,3.22534418,1
0.25,3.31611085,0.99999994
0.25,3.4094317,0.99999994
0.25,3.50537872,0.999999881
0.25,3.60402584,1
0.25,3.7054491,0.999999881
0.25,3.80972672,0.99999994
0.25,3.91693878,0.999999881
0.25,4.0271678,0.99999994
0.25,4.14049911,1
0.25,4.25701952,0.99999994
0.25,4.37681913,0.99999994
0.25,4.49999046,0.999999881
0.25,4.62662745,1
0.25,4.75682831,1
1,0.00390625,0.00305723073
1,0.00402434217,0.00314965565
1,0.00414600503,0.00324487523
1,0.00427134521,0.00334297284
1,0.00440047495,0.00344403647
1,0.00453350879,0.00354815554
1,0.00467056409,0.00365542201
1,0.00481176283,0.00376593135
1,0.0049572303,0.00387978158
1,0.00510709547,0.00399707351
1,0.00526149152,0.00411791215
1,0.00542055489,0.00424240297
1,0.00558442716,0.00437065773
1,0.00575325359,0.00450279005
1,0.00592718367,0.00463891681
1,0.00610637246,0.00477915909
1,0.00629097782,0.00492364028
1,0.0064811646,0.00507249031
1,0.00667710043,0.00522583956
1,0.00687896041,0.00538382586
1,0.00708692241,0.00554658752
1,0.00730117178,0.00571426982
1,0.00752189802,0.00588702131
1,0.00774929766,0.00606499612
1,0.00798357185,0.00624835119
1,0.00822492782,0.00643724855
1,0.0084735807,0.00663185678
1,0.00872975122,0.00683234911
1,0.00899366569,0.00703890203
1,0.00926555879,0.00725169946
1,0.00954567175,0.00747093
1,0.00983425323,0.00769678876
1,0.0101315593,0.00792947598
1,0.0104378527,0.00816919655
1,0.0107534062,0.00841616467
1,0.0110784993,0.0086705992
1,0.0114134206,0.00893272553
1,0.0117584663,0.00920277648
1,0.0121139446,0.0094809914
1,0.0124801686,0.0097676171
1,0.0128574651,0.0100629088
1,0.0132461665,0.0103671262
1,0.0136466203,0.0106805423
1,0.0140591795,0.0110034319
1,0.0144842118,0.0113360835
1,0.0149220936,0.0116787925
1,0.0153732123,0.0120318606
1,0.0158379693,0.0123956036
1,0.0163167771,0.0127703426
1,0.0168100614,0.0131564122
1,0.0173182562,0.0135541521
1,0.0178418159,0.0139639163
1,0.0183812026,0.0143860681
1,0.0189368967,0.0148209827
1,0.01950939,0.0152690448
1,0.020099191,0.015730653
1,0.0207068231,0.0162062179
1,0.0213328246,0.0166961588
1,0.0219777506,0.0172009096
1,0.0226421729,0.017720921
1,0.0233266838,0.0182566531
1,0.0240318868,0.0188085809
1,0.0247584097,0.0193771962
1,0.0255068969,0.019963
1,0.0262780134,0.0205665156
1,0.0270724408,0.021188274
1,0.0278908852,0.0218288302
1,0.0287340712,0.0224887524
1,0.0296027493,0.0231686234
1,0.0304976888,0.0238690488
1,0.0314196832,0.0245906487
1,0.032369554,0.0253340658
1,0.0333481394,0.0260999575
1,0.0343563072,0.0268890001
1,0.0353949554,0.0277018994
1,0.0364650004,0.0285393707
1,0.0375673994,0.0294021647
1,0.0387031212,0.0302910395
1,0.039873179,0.0312067866
1,0.0410786122,0.0321502201
1,0.0423204862,0.0331221744
1,0.0435999036,0.0341235101
1,0.0449180007,0.0351551212
1,0.0462759435,0.0362179168
1,0.0476749428,0.0373128466
1,0.0491162352,0.0384408757
1,0.0506010987,0.0396030024
1,0.0521308519,0.040800266
1,0.0537068546,0.0420337282
1,0.0553305,0.0433044732
1,0.0570032299,0.044613637
1,0.0587265305,0.0459623821
1,0.0605019294,0.0473519005
1,0.0623310022,0.0487834252
1,0.0642153695,0.0502582267
1,0.0661567077,0.0517776161
1,0.0681567341,0.0533429421
1,0.070217222,0.0549555831
1,0.0723400041,0.0566169806
1,0.0745269582,0.0583286025
1,0.0767800361,0.0600919761
1,0.0791012198,0.0619086549
1,0.0814925805,0.0637802556
1,0.0839562342,0.0657084361
1,0.0864943713,0.0676949099
1,0.0891092345,0.0697414353
1,0.0918031484,0.0718498304
1,0.094578512,0.0740219727
1,0.0974377766,0.0762597769
1,0.100383475,0.0785652325
1,0.103418238,0.0809403956
1,0.10654474,0.0833873525
1,0.109765761,0.0859082863
1,0.11308416,0.0885054395
1,0.116502881,0.0911811069
1,0.120024949,0.0939376578
1,0.123653501,0.0967775434
1,0.127391756,0.099703297
1,0.131243005,0.102717482
1,0.135210708,0.105822802
1,0.13929835,0.109021999
1,0.143509567,0.112317912
1,0.147848085,0.115713462
1,0.152317777,0.119211674
1,0.156922594,0.122815639
1,0.161666617,0.126528546
1,0.166554064,0.130353719
1,0.17158927,0.134294525
1,0.176776692,0.138354465
1,0.182120949,0.142537162
1,0.187626764,0.146846294
1,0.193299025,0.151285693
1,0.199142769,0.155859306
1,0.205163181,0.160571188
1,0.211365595,0.165425509
1,0.217755526,0.170426592
1,0.224338636,0.175578877
1,0.231120765,0.180886909
1,0.23810792,0.186355412
1,0.245306313,0.191989243
1,0.252722323,0.197793394
1,0.260362536,0.203773022
1,0.268233716,0.2099334
1,0.276342869,0.216280043
1,0.284697145,0.222818524
1,0.293304026,0.229554713
1,0.302171081,0.236494526
1,0.311306208,0.243644133
1,0.320717514,0.251009911
1,0.330413312,0.258598328
1,0.340402246,0.266416192
1,0.350693166,0.274470389
1,0.361295193,0.282768071
1,0.372217745,0.291316628
1,0.383470505,0.300123602
1,0.39506343,0.30919683
1,0.40700686,0.318544358
1,0.419311345,0.328174472
1,0.431987822,0.338095725
1,0.445047498,0.348316908
1,0.458502024,0.358847111
1,0.472363293,0.369695634
1,0.486643612,0.38087213
1,0.501355648,0.392386526
1,0.516512454,0.404249012
1,0.53212744,0.41647011
1,0.548214555,0.429060698
1,0.564787984,0.44203192
1,0.58186245,0.455395281
1,0.599453092,0.469162613
1,0.617575526,0.483346134
1,0.636245847,0.497958481
1,0.655480623,0.513012588
1,0.675296843,0.528521776
1,0.695712209,0.544499874
1,0.716744721,0.560961008
1,0.738413095,0.577919781
1,0.760736525,0.595391273
1,0.783734798,0.613390863
1,0.80742842,0.631934702
1,0.83183831,0.651039124
1,0.856986105,0.670721114
1,0.882894218,0.690998077
1,0.909585536,0.711888075
1,0.93708384,0.733409643
1,0.965413392,0.755581796
1,0.994599402,0.778424263
1,1.02466774,0.799942017
1,1.05564523,0.81725049
1,1.0875591,0.83224684
1,1.12043774,0.845611453
1,1.15431046,0.8577196
1,1.18920708,0.868957996
1,1.22515881,0.879437566
1,1.26219738,0.889277279
1,1.30035567,0.898617029
1,1.33966756,0.907510579
1,1.38016784,0.915998101
1,1.42189264,0.924136281
1,1.4648788,0.931970596
1,1.50916445,0.939517379
1,1.55478895,0.946797907
1,1.60179281,0.95383966
1,1.65021753,0.960659742
1,1.70010638,0.967266798
1,1.75150335,0.973672032
1,1.80445421,0.979888499
1,1.85900581,0.985923469
1,1.91520655,0.99178201
1,1.97310638,0.997469664
1,2.03275657,0.99999994
1,2.09421015,1
1,2.15752149,1
1,2.22274709,1
1,2.28994417,1
1,2.35917306,1
1,2.43049479,1
1,2.50397253,1
1,2.57967186,1
1,2.65765953,1
1,2.73800492,1
1,2.82077932,0.99999994
1,2.90605593,1
1,2.99391079,1
1,3.08442163,1
1,3.17766881,1
1,3.27373481,0.99999994
1,3.37270522,0.99999994
1,3.47466779,1
1,3.57971263,1
1,3.68793321,1
1,3.79942536,1
1,3.91428828,1
1,4.03262377,1.00000012
1,4.15453625,0.99999994
1,4.28013468,0.99999994
1,4.40953016,0.99999994
1,4.54283762,1
1,4.6801753,1
1,4.82166433,1
1,4.96743107,0.99999994
1,5.11760473,1
1,5.27231836,1
1,5.43170929,1
1,5.59591866,1
1,5.76509237,1
1,5.93938065,1
1,6.11893797,1
1,6.30392361,1
1,6.49450111,1
1,6.69084072,1
1,6.893116,1.00000012
1,7.10150576,0.99999994
1,7.31619596,0.99999994
1,7.53737688,1.00000012
1,7.76524401,0.99999994
1,8,1
2.30044842,0.00390625,0.001953125
2.30044842,0.00403853692,0.00201926846
2.30044842,0.00417530537,0.00208765268
2.30044842,0.00431670435,0.00215835217
2.30044842,0.00446289172,0.00223144586
2.30044842,0.00461402955,0.00230701477
2.30044842,0.00477028731,0.00238514366
2.30044842,0.00493183546,0.00246591773
2.30044842,0.00509885466,0.00254942733
2.30044842,0.00527152978,0.00263576489
2.30044842,0.00545005454,0.00272502727
2.30044842,0.00563462311,0.00281731156
2.30044842,0.00582544273,0.00291272136
2.30044842,0.00602272386,0.00301136193
2.30044842,0.00622668862,0.00311334431
2.30044842,0.00643755868,0.00321877934
2.30044842,0.00665556965,0.00332778483
2.30044842,0.00688096602,0.00344048301
2.30044842,0.00711399317,0.00355699658
2.30044842,0.00735491188,0.00367745594
2.30044842,0.00760399224,0.00380199612
2.30044842,0.00786150526,0.00393075263
2.30044842,0.00812773872,0.00406386936
2.30044842,0.00840298925,0.00420149462
2.30044842,0.00868756045,0.00434378022
2.30044842,0.00898177177,0.00449088588
2.30044842,0.00928594358,0.00464297179
2.30044842,0.00960041676,0.00480020838
2.30044842,0.0099255424,0.0049627712
2.30044842,0.0102616763,0.00513083814
2.30044842,0.0106091928,0.00530459639
2.30044842,0.0109684821,0.00548424106
2.30044842,0.0113399345,0.00566996727
2.30044842,0.0117239673,0.00586198363
2.30044842,0.012121005,0.00606050249
2.30044842,0.0125314891,0.00626574457
2.30044842,0.0129558779,0.00647793896
2.30044842,0.0133946352,0.00669731759
2.30044842,0.0138482517,0.00692412583
2.30044842,0.014317234,0.00715861702
2.30044842,0.0148020936,0.00740104681
2.30044842,0.0153033743,0.00765168713
2.30044842,0.0158216357,0.00791081786
2.30044842,0.0163574424,0.00817872118
2.30044842,0.0169113968,0.00845569838
2.30044842,0.0174841136,0.00874205679
2.30044842,0.0180762168,0.0090381084
2.30044842,0.0186883826,0.00934419129
2.30044842,0.019321274,0.00966063701
2.30044842,0.0199755989,0.00998779945
2.30044842,0.0206520893,0.0103260446
2.30044842,0.0213514809,0.0106757404
2.30044842,0.0220745597,0.0110372799
2.30044842,0.0228221323,0.0114110662
2.30044842,0.0235950164,0.0117975082
2.30044842,0.0243940726,0.0121970363
2.30044842,0.0252201986,0.0126100993
2.30044842,0.0260742847,0.0130371423
2.30044842,0.0269573107,0.0134786554
2.30044842,0.0278702341,0.0139351171
2.30044842,0.0288140737,0.0144070368
2.30044842,0.0297898855,0.0148949428
2.30044842,0.0307987351,0.0153993675
2.30044842,0.0318417475,0.0159208737
2.30044842,0.0329200961,0.016460048
2.30044842,0.0340349525,0.0170174763
2.30044842,0.0351875611,0.0175937805
2.30044842,0.0363792181,0.0181896091
2.30044842,0.0376112051,0.0188056026
2.30044842,0.0388849378,0.0194424689
2.30044842,0.0402017981,0.020100899
2.30044842,0.0415632501,0.0207816251
2.30044842,0.042970825,0.0214854125
2.30044842,0.0444260538,0.0222130269
2.30044842,0.0459305607,0.0229652803
2.30044842,0.0474860407,0.0237430204
2.30044842,0.0490941778,0.0245470889
2.30044842,0.0507567748,0.0253783874
2.30044842,0.0524756946,0.0262378473
2.30044842,0.0542527921,0.0271263961
2.30044842,0.0560901091,0.0280450545
2.30044842,0.0579896271,0.0289948136
2.30044842,0.0599534735,0.0299767368
2.30044842,0.0619838499,0.0309919249
2.30044842,0.0640829653,0.0320414826
2.30044842,0.0662531629,0.0331265815
2.30044842,0.0684968829,0.0342484415
2.30044842,0.0708165616,0.0354082808
2.30044842,0.0732147992,0.0366073996
2.30044842,0.0756942555,0.0378471278
2.30044842,0.0782577023,0.0391288511
2.30044842,0.0809079409,0.0404539704
2.30044842,0.0836479291,0.0418239646
2.30044842,0.0864807069,0.0432403535
2.30044842,0.0894094482,0.0447047241
2.30044842,0.0924373418,0.0462186709
2.30044842,0.0955677778,0.0477838889
2.30044842,0.0988042578,0.0494021289
2.30044842,0.102150314,0.0510751568
2.30044842,0.105609685,0.0528048426
2.30044842,0.109186202,0.0545931011
2.30044842,0.112883888,0.0564419441
