brush,diameter,path,length,variant,repeat,contacts,pages,pixel_contact_tests,cpu_prepare_ms,cpu_submit_ms,gpu_ms
Pencil,2048,backlog,4096,contact,27,17,225,99680256,0.130469,0.645208,45.954686
Pencil,2048,backlog,4096,simple,27,17,225,99680256,0.130469,0.638229,18.295729
Pencil,2048,backlog,4096,contact,28,17,225,99680256,0.130469,0.652344,45.949166
Pencil,2048,backlog,4096,simple,28,17,225,99680256,0.130469,0.682187,18.283281
Pencil,2048,backlog,4096,merged,28,1,225,14745600,0.060730,0.511667,9.665989
Pencil,2048,backlog,4096,simple,29,17,225,99680256,0.130469,0.507500,18.287239
Pencil,2048,backlog,4096,merged,29,1,225,14745600,0.060730,0.618073,9.669271
Pencil,2048,backlog,4096,contact,29,17,225,99680256,0.130469,0.517396,45.947863
Pencil,2048,backlog,4096,merged,30,1,225,14745600,0.060730,0.592136,9.665364
Pencil,2048,backlog,4096,contact,30,17,225,99680256,0.130469,0.503802,45.943697
Pencil,2048,backlog,4096,simple,30,17,225,99680256,0.130469,0.577031,18.284791
Pencil,2048,backlog,4096,contact,31,17,225,99680256,0.130469,0.718438,45.942707
Pencil,2048,backlog,4096,simple,31,17,225,99680256,0.130469,0.507188,18.274218
Pencil,2048,backlog,4096,merged,31,1,225,14745600,0.060730,0.502552,9.693229
Pencil,2048,backlog,4096,simple,32,17,225,99680256,0.130469,0.515468,18.282239
Pencil,2048,backlog,4096,merged,32,1,225,14745600,0.060730,0.474323,9.684948
Pencil,2048,backlog,4096,contact,32,17,225,99680256,0.130469,0.494532,45.946666
Pencil,2048,backlog,4096,merged,33,1,225,14745600,0.060730,0.607136,9.687708
Pencil,2048,backlog,4096,contact,33,17,225,99680256,0.130469,0.513125,45.942655
Pencil,2048,backlog,4096,simple,33,17,225,99680256,0.130469,0.624947,18.291875
Pencil,2048,backlog,4096,contact,34,17,225,99680256,0.130469,0.497084,45.931978
Pencil,2048,backlog,4096,simple,34,17,225,99680256,0.130469,0.569479,18.282812
Pencil,2048,backlog,4096,merged,34,1,225,14745600,0.060730,0.833646,9.685573
Pencil,2048,backlog,4096,simple,35,17,225,99680256,0.130469,0.646250,18.267395
Pencil,2048,backlog,4096,merged,35,1,225,14745600,0.060730,0.473334,9.665573
Pencil,2048,backlog,4096,contact,35,17,225,99680256,0.130469,0.506823,45.959426
Pencil,2048,backlog,4096,merged,36,1,225,14745600,0.060730,0.738438,9.669635
Pencil,2048,backlog,4096,contact,36,17,225,99680256,0.130469,0.514114,45.949738
Pencil,2048,backlog,4096,simple,36,17,225,99680256,0.130469,0.479167,18.299062
Pencil,2048,backlog,4096,contact,37,17,225,99680256,0.130469,0.493438,45.948280
Pencil,2048,backlog,4096,simple,37,17,225,99680256,0.130469,0.504167,18.287604
Pencil,2048,backlog,4096,merged,37,1,225,14745600,0.060730,0.698386,9.664479
Pencil,2048,backlog,4096,simple,38,17,225,99680256,0.130469,0.503854,18.288906
Pencil,2048,backlog,4096,merged,38,1,225,14745600,0.060730,0.771667,9.672708
Pencil,2048,backlog,4096,contact,38,17,225,99680256,0.130469,0.688958,45.930884
Pencil,2048,backlog,4096,merged,39,1,225,14745600,0.060730,0.570469,9.675208
Pencil,2048,backlog,4096,contact,39,17,225,99680256,0.130469,0.498646,45.948541
Pencil,2048,backlog,4096,simple,39,17,225,99680256,0.130469,0.662552,18.282343
Pencil,2048,backlog,4096,contact,40,17,225,99680256,0.130469,0.498229,45.948176
Pencil,2048,backlog,4096,simple,40,17,225,99680256,0.130469,0.662552,18.273541
Pencil,2048,backlog,4096,merged,40,1,225,14745600,0.060730,0.508073,9.684739
Pencil,2048,backlog,4096,simple,41,17,225,99680256,0.130469,0.495989,18.286614
Pencil,2048,backlog,4096,merged,41,1,225,14745600,0.060730,0.664323,9.694583
Pencil,2048,backlog,4096,contact,41,17,225,99680256,0.130469,0.500885,46.343488
Pencil,2048,backlog,4096,merged,42,1,225,14745600,0.060730,0.475677,9.699271
Pencil,2048,backlog,4096,contact,42,17,225,99680256,0.130469,0.720260,45.986457
Pencil,2048,backlog,4096,simple,42,17,225,99680256,0.130469,0.575677,18.286197
Pencil,2048,backlog,4096,contact,43,17,225,99680256,0.130469,0.533230,45.953280
Pencil,2048,backlog,4096,simple,43,17,225,99680256,0.130469,0.525156,18.299895
Pencil,2048,backlog,4096,merged,43,1,225,14745600,0.060730,0.616563,9.686146
Pencil,2048,backlog,4096,simple,44,17,225,99680256,0.130469,0.513438,18.307083
Pencil,2048,backlog,4096,merged,44,1,225,14745600,0.060730,0.666615,9.713073
Pencil,2048,backlog,4096,contact,44,17,225,99680256,0.130469,0.656198,45.938853
Pencil,2048,backlog,4096,merged,45,1,225,14745600,0.060730,0.597760,9.656979
Pencil,2048,backlog,4096,contact,45,17,225,99680256,0.130469,0.509375,45.939270
Pencil,2048,backlog,4096,simple,45,17,225,99680256,0.130469,0.608229,18.284375
Pencil,2048,backlog,4096,contact,46,17,225,99680256,0.130469,0.590781,45.956561
Pencil,2048,backlog,4096,simple,46,17,225,99680256,0.130469,0.571563,18.284895
Pencil,2048,backlog,4096,merged,46,1,225,14745600,0.060730,0.511458,9.691875
Pencil,2048,backlog,4096,simple,47,17,225,99680256,0.130469,0.567291,18.282031
Pencil,2048,backlog,4096,merged,47,1,225,14745600,0.060730,0.464531,9.676041
Pencil,2048,backlog,4096,contact,47,17,225,99680256,0.130469,0.503073,45.953176
Pencil,2048,backlog,4096,merged,48,1,225,14745600,0.060730,0.610313,9.683281
Pencil,2048,backlog,4096,contact,48,17,225,99680256,0.130469,0.502968,45.942238
Pencil,2048,backlog,4096,simple,48,17,225,99680256,0.130469,0.565782,18.298125
Pencil,2048,backlog,4096,contact,49,17,225,99680256,0.130469,0.507500,45.942082
Pencil,2048,backlog,4096,simple,49,17,225,99680256,0.130469,0.562135,18.291875
Pencil,2048,backlog,4096,merged,49,1,225,14745600,0.060730,0.597708,9.668073
Pencil,2048,curve,512,merged,0,3,99,17104896,0.055365,0.480052,4.248594
Pencil,2048,curve,512,contact,0,4,99,22413312,0.095416,0.200573,10.914791
Pencil,2048,curve,512,simple,0,4,99,22413312,0.095416,0.211094,4.877292
Pencil,2048,curve,512,contact,1,4,99,22413312,0.095416,0.211666,10.917396
Pencil,2048,curve,512,simple,1,4,99,22413312,0.095416,0.164218,4.870521
Pencil,2048,curve,512,merged,1,3,99,17104896,0.055365,0.221145,4.249062
Pencil,2048,curve,512,simple,2,4,99,22413312,0.095416,0.618802,4.866771
Pencil,2048,curve,512,merged,2,3,99,17104896,0.055365,0.522969,4.249114
Pencil,2048,curve,512,contact,2,4,99,22413312,0.095416,0.529896,10.903593
Pencil,2048,curve,512,merged,3,3,99,17104896,0.055365,0.521770,4.250417
Pencil,2048,curve,512,contact,3,4,99,22413312,0.095416,0.394584,10.904166
Pencil,2048,curve,512,simple,3,4,99,22413312,0.095416,0.521198,4.859896
Pencil,2048,curve,512,contact,4,4,99,22413312,0.095416,0.564583,10.902604
Pencil,2048,curve,512,simple,4,4,99,22413312,0.095416,0.516615,4.867396
Pencil,2048,curve,512,merged,4,3,99,17104896,0.055365,0.324010,4.251458
Pencil,2048,curve,512,simple,5,4,99,22413312,0.095416,0.527708,4.860833
Pencil,2048,curve,512,merged,5,3,99,17104896,0.055365,0.714791,4.251771
Pencil,2048,curve,512,contact,5,4,99,22413312,0.095416,0.487240,10.901198
Pencil,2048,curve,512,merged,6,3,99,17104896,0.055365,0.322031,4.248073
Pencil,2048,curve,512,contact,6,4,99,22413312,0.095416,0.661093,10.904791
Pencil,2048,curve,512,simple,6,4,99,22413312,0.095416,0.514427,4.862448
Pencil,2048,curve,512,contact,7,4,99,22413312,0.095416,0.323750,10.902552
Pencil,2048,curve,512,simple,7,4,99,22413312,0.095416,0.549323,5.166406
Pencil,2048,curve,512,merged,7,3,99,17104896,0.055365,0.325885,4.501614
Pencil,2048,curve,512,simple,8,4,99,22413312,0.095416,0.334531,5.168906
Pencil,2048,curve,512,merged,8,3,99,17104896,0.055365,0.330989,4.494635
Pencil,2048,curve,512,contact,8,4,99,22413312,0.095416,0.528542,11.887812
Pencil,2048,curve,512,merged,9,3,99,17104896,0.055365,0.506302,4.492708
Pencil,2048,curve,512,contact,9,4,99,22413312,0.095416,0.369636,11.880677
Pencil,2048,curve,512,simple,9,4,99,22413312,0.095416,0.519218,5.161614
Pencil,2048,curve,512,contact,10,4,99,22413312,0.095416,0.321093,11.887552
Pencil,2048,curve,512,simple,10,4,99,22413312,0.095416,0.523281,5.343646
Pencil,2048,curve,512,merged,10,3,99,17104896,0.055365,0.332552,4.643594
Pencil,2048,curve,512,simple,11,4,99,22413312,0.095416,0.515469,5.346823
Pencil,2048,curve,512,merged,11,3,99,17104896,0.055365,0.529479,4.651927
Pencil,2048,curve,512,contact,11,4,99,22413312,0.095416,0.556719,12.457291
Pencil,2048,curve,512,merged,12,3,99,17104896,0.055365,0.706510,4.692083
Pencil,2048,curve,512,contact,12,4,99,22413312,0.095416,1.326614,12.493489
Pencil,2048,curve,512,simple,12,4,99,22413312,0.095416,0.325312,5.478542
Pencil,2048,curve,512,contact,13,4,99,22413312,0.095416,0.257187,12.556250
Pencil,2048,curve,512,simple,13,4,99,22413312,0.095416,0.215312,5.670573
Pencil,2048,curve,512,merged,13,3,99,17104896,0.055365,0.215104,4.883646
Pencil,2048,curve,512,simple,14,4,99,22413312,0.095416,0.363073,5.779375
Pencil,2048,curve,512,merged,14,3,99,17104896,0.055365,0.238385,4.932604
Pencil,2048,curve,512,contact,14,4,99,22413312,0.095416,0.204948,13.200260
Pencil,2048,curve,512,merged,15,3,99,17104896,0.055365,0.228594,4.921302
Pencil,2048,curve,512,contact,15,4,99,22413312,0.095416,0.213177,13.144843
Pencil,2048,curve,512,simple,15,4,99,22413312,0.095416,0.308177,5.643229
Pencil,2048,curve,512,contact,16,4,99,22413312,0.095416,0.271562,13.268802
Pencil,2048,curve,512,simple,16,4,99,22413312,0.095416,0.677760,5.821927
Pencil,2048,curve,512,merged,16,3,99,17104896,0.055365,0.424584,5.065104
Pencil,2048,curve,512,simple,17,4,99,22413312,0.095416,0.416458,5.810937
Pencil,2048,curve,512,merged,17,3,99,17104896,0.055365,0.394844,5.120677
Pencil,2048,curve,512,contact,17,4,99,22413312,0.095416,0.601146,13.401771
Pencil,2048,curve,512,merged,18,3,99,17104896,0.055365,0.382761,5.096094
Pencil,2048,curve,512,contact,18,4,99,22413312,0.095416,0.306771,13.407916
Pencil,2048,curve,512,simple,18,4,99,22413312,0.095416,0.285208,5.857656
Pencil,2048,curve,512,contact,19,4,99,22413312,0.095416,0.256458,13.390052
Pencil,2048,curve,512,simple,19,4,99,22413312,0.095416,0.367552,5.808021
Pencil,2048,curve,512,merged,19,3,99,17104896,0.055365,0.123020,5.055312
Pencil,2048,curve,512,simple,20,4,99,22413312,0.095416,0.111094,5.828906
Pencil,2048,curve,512,merged,20,3,99,17104896,0.055365,0.105729,4.822500
Pencil,2048,curve,512,contact,20,4,99,22413312,0.095416,0.283542,12.454271
Pencil,2048,curve,512,merged,21,3,99,17104896,0.055365,0.164479,4.645156
Pencil,2048,curve,512,contact,21,4,99,22413312,0.095416,0.103334,12.456510
Pencil,2048,curve,512,simple,21,4,99,22413312,0.095416,0.196666,5.167760
Pencil,2048,curve,512,contact,22,4,99,22413312,0.095416,0.104271,11.884218
Pencil,2048,curve,512,simple,22,4,99,22413312,0.095416,0.103438,5.167344
Pencil,2048,curve,512,merged,22,3,99,17104896,0.055365,0.587500,4.498594
Pencil,2048,curve,512,simple,23,4,99,22413312,0.095416,0.106979,5.163750
Pencil,2048,curve,512,merged,23,3,99,17104896,0.055365,0.129792,4.496614
Pencil,2048,curve,512,contact,23,4,99,22413312,0.095416,0.352552,11.910468
Pencil,2048,curve,512,merged,24,3,99,17104896,0.055365,0.240260,4.289844
Pencil,2048,curve,512,contact,24,4,99,22413312,0.095416,0.388229,10.943698
Pencil,2048,curve,512,simple,24,4,99,22413312,0.095416,0.425938,4.914531
Pencil,2048,curve,512,contact,25,4,99,22413312,0.095416,0.393073,10.935364
Pencil,2048,curve,512,simple,25,4,99,22413312,0.095416,0.706250,4.940260
Pencil,2048,curve,512,merged,25,3,99,17104896,0.055365,0.723021,4.331823
Pencil,2048,curve,512,simple,26,4,99,22413312,0.095416,0.441354,4.953854
Pencil,2048,curve,512,merged,26,3,99,17104896,0.055365,0.519011,4.354583
Pencil,2048,curve,512,contact,26,4,99,22413312,0.095416,0.398281,10.968906
Pencil,2048,curve,512,merged,27,3,99,17104896,0.055365,0.463385,4.430052
Pencil,2048,curve,512,contact,27,4,99,22413312,0.095416,0.214271,11.010104
Pencil,2048,curve,512,simple,27,4,99,22413312,0.095416,0.246302,5.038489
Pencil,2048,curve,512,contact,28,4,99,22413312,0.095416,0.204479,11.016927
Pencil,2048,curve,512,simple,28,4,99,22413312,0.095416,0.212865,5.016771
Pencil,2048,curve,512,merged,28,3,99,17104896,0.055365,0.209948,4.439792
Pencil,2048,curve,512,simple,29,4,99,22413312,0.095416,0.252396,4.987344
Pencil,2048,curve,512,merged,29,3,99,17104896,0.055365,0.212604,4.364896
Pencil,2048,curve,512,contact,29,4,99,22413312,0.095416,0.206302,10.988229
Pencil,2048,curve,512,merged,30,3,99,17104896,0.055365,0.254011,4.392031
Pencil,2048,curve,512,contact,30,4,99,22413312,0.095416,0.215156,11.045937
Pencil,2048,curve,512,simple,30,4,99,22413312,0.095416,0.208594,4.970833
Pencil,2048,curve,512,contact,31,4,99,22413312,0.095416,0.239531,10.954791
Pencil,2048,curve,512,simple,31,4,99,22413312,0.095416,0.219896,5.005312
Pencil,2048,curve,512,merged,31,3,99,17104896,0.055365,0.250104,4.337344
Pencil,2048,curve,512,simple,32,4,99,22413312,0.095416,0.325573,4.949167
Pencil,2048,curve,512,merged,32,3,99,17104896,0.055365,0.208438,4.346510
Pencil,2048,curve,512,contact,32,4,99,22413312,0.095416,0.204479,10.926093
Pencil,2048,curve,512,merged,33,3,99,17104896,0.055365,0.187709,4.288021
Pencil,2048,curve,512,contact,33,4,99,22413312,0.095416,0.215052,10.928177
Pencil,2048,curve,512,simple,33,4,99,22413312,0.095416,0.190052,4.909792
Pencil,2048,curve,512,contact,34,4,99,22413312,0.095416,0.179114,10.923281
Pencil,2048,curve,512,simple,34,4,99,22413312,0.095416,0.229635,4.929010
Pencil,2048,curve,512,merged,34,3,99,17104896,0.055365,0.253594,4.302864
Pencil,2048,curve,512,simple,35,4,99,22413312,0.095416,0.276927,4.903489
Pencil,2048,curve,512,merged,35,3,99,17104896,0.055365,0.388750,4.271562
Pencil,2048,curve,512,contact,35,4,99,22413312,0.095416,0.329167,10.916146
Pencil,2048,curve,512,merged,36,3,99,17104896,0.055365,0.256823,4.280937
Pencil,2048,curve,512,contact,36,4,99,22413312,0.095416,0.340364,10.926250
Pencil,2048,curve,512,simple,36,4,99,22413312,0.095416,0.364375,4.904948
Pencil,2048,curve,512,contact,37,4,99,22413312,0.095416,0.525261,10.935729
Pencil,2048,curve,512,simple,37,4,99,22413312,0.095416,0.426562,4.932552
Pencil,2048,curve,512,merged,37,3,99,17104896,0.055365,0.699844,4.309792
Pencil,2048,curve,512,simple,38,4,99,22413312,0.095416,0.380521,4.949010
Pencil,2048,curve,512,merged,38,3,99,17104896,0.055365,0.555625,4.380625
Pencil,2048,curve,512,contact,38,4,99,22413312,0.095416,0.230052,11.020260
Pencil,2048,curve,512,merged,39,3,99,17104896,0.055365,0.208125,4.316979
Pencil,2048,curve,512,contact,39,4,99,22413312,0.095416,0.292396,10.974948
Pencil,2048,curve,512,simple,39,4,99,22413312,0.095416,0.259947,4.941198
Pencil,2048,curve,512,contact,40,4,99,22413312,0.095416,0.291667,10.984114
Pencil,2048,curve,512,simple,40,4,99,22413312,0.095416,0.709791,4.986198
Pencil,2048,curve,512,merged,40,3,99,17104896,0.055365,0.300208,4.344062
Pencil,2048,curve,512,simple,41,4,99,22413312,0.095416,0.417500,4.988073
Pencil,2048,curve,512,merged,41,3,99,17104896,0.055365,0.517239,4.362396
Pencil,2048,curve,512,contact,41,4,99,22413312,0.095416,0.438959,10.975104
Pencil,2048,curve,512,merged,42,3,99,17104896,0.055365,0.375104,4.329583
Pencil,2048,curve,512,contact,42,4,99,22413312,0.095416,0.385260,10.968906
Pencil,2048,curve,512,simple,42,4,99,22413312,0.095416,0.371770,4.942864
Pencil,2048,curve,512,contact,43,4,99,22413312,0.095416,0.366094,10.962031
Pencil,2048,curve,512,simple,43,4,99,22413312,0.095416,0.426093,4.968281
Pencil,2048,curve,512,merged,43,3,99,17104896,0.055365,0.562657,4.342864
Pencil,2048,curve,512,simple,44,4,99,22413312,0.095416,0.459635,4.945521
Pencil,2048,curve,512,merged,44,3,99,17104896,0.055365,0.361615,4.330989
Pencil,2048,curve,512,contact,44,4,99,22413312,0.095416,0.526146,10.944271
Pencil,2048,curve,512,merged,45,3,99,17104896,0.055365,0.589219,4.334687
Pencil,2048,curve,512,contact,45,4,99,22413312,0.095416,0.576667,10.967083
Pencil,2048,curve,512,simple,45,4,99,22413312,0.095416,0.417708,4.959792
Pencil,2048,curve,512,contact,46,4,99,22413312,0.095416,0.514219,10.935625
Pencil,2048,curve,512,simple,46,4,99,22413312,0.095416,0.436093,4.930729
Pencil,2048,curve,512,merged,46,3,99,17104896,0.055365,0.497187,4.299948
Pencil,2048,curve,512,simple,47,4,99,22413312,0.095416,0.530052,4.970573
Pencil,2048,curve,512,merged,47,3,99,17104896,0.055365,0.442396,4.320729
Pencil,2048,curve,512,contact,47,4,99,22413312,0.095416,0.473125,10.948698
Pencil,2048,curve,512,merged,48,3,99,17104896,0.055365,0.830260,4.282239
Pencil,2048,curve,512,contact,48,4,99,22413312,0.095416,0.589531,10.926562
Pencil,2048,curve,512,simple,48,4,99,22413312,0.095416,0.468334,4.931458
Pencil,2048,curve,512,contact,49,4,99,22413312,0.095416,0.428073,10.943177
Pencil,2048,curve,512,simple,49,4,99,22413312,0.095416,0.430729,4.941510
Pencil,2048,curve,512,merged,49,3,99,17104896,0.055365,0.540104,4.334479
Pencil,2048,straight,512,merged,0,1,99,6488064,0.046354,0.489115,3.468281
Pencil,2048,straight,512,contact,0,3,99,17104896,0.063489,0.197552,8.848541
Pencil,2048,straight,512,simple,0,3,99,17104896,0.063489,0.189219,4.370781
Pencil,2048,straight,512,contact,1,3,99,17104896,0.063489,0.197969,8.840469
Pencil,2048,straight,512,simple,1,3,99,17104896,0.063489,0.106146,4.370312
Pencil,2048,straight,512,merged,1,1,99,6488064,0.046354,0.518593,3.453333
Pencil,2048,straight,512,simple,2,3,99,17104896,0.063489,0.516719,4.394427
Pencil,2048,straight,512,merged,2,1,99,6488064,0.046354,0.282605,3.464635
Pencil,2048,straight,512,contact,2,3,99,17104896,0.063489,0.325052,8.894948
Pencil,2048,straight,512,merged,3,1,99,6488064,0.046354,0.280573,3.500521
Pencil,2048,straight,512,contact,3,3,99,17104896,0.063489,0.217448,8.880260
Pencil,2048,straight,512,simple,3,3,99,17104896,0.063489,0.367344,4.398489
Pencil,2048,straight,512,contact,4,3,99,17104896,0.063489,0.200834,8.821875
Pencil,2048,straight,512,simple,4,3,99,17104896,0.063489,0.136407,4.385937
Pencil,2048,straight,512,merged,4,1,99,6488064,0.046354,0.076250,3.501562
Pencil,2048,straight,512,simple,5,3,99,17104896,0.063489,0.211094,4.438750
Pencil,2048,straight,512,merged,5,1,99,6488064,0.046354,0.168958,3.477083
Pencil,2048,straight,512,contact,5,3,99,17104896,0.063489,0.187240,8.857916
Pencil,2048,straight,512,merged,6,1,99,6488064,0.046354,0.184948,3.453958
Pencil,2048,straight,512,contact,6,3,99,17104896,0.063489,0.181510,8.860833
Pencil,2048,straight,512,simple,6,3,99,17104896,0.063489,0.233125,4.393854
Pencil,2048,straight,512,contact,7,3,99,17104896,0.063489,0.178073,8.828385
Pencil,2048,straight,512,simple,7,3,99,17104896,0.063489,0.193906,4.408281
Pencil,2048,straight,512,merged,7,1,99,6488064,0.046354,0.194010,3.464375
Pencil,2048,straight,512,simple,8,3,99,17104896,0.063489,0.089532,4.359583
Pencil,2048,straight,512,merged,8,1,99,6488064,0.046354,0.247083,3.447448
Pencil,2048,straight,512,contact,8,3,99,17104896,0.063489,0.188958,8.797396
Pencil,2048,straight,512,merged,9,1,99,6488064,0.046354,0.186927,3.421146
Pencil,2048,straight,512,contact,9,3,99,17104896,0.063489,0.486145,8.830521
Pencil,2048,straight,512,simple,9,3,99,17104896,0.063489,0.375989,4.368437
Pencil,2048,straight,512,contact,10,3,99,17104896,0.063489,0.570730,8.808854
