brush,diameter,path,length,variant,repeat,contacts,pages,pixel_contact_tests,cpu_prepare_ms,cpu_submit_ms,gpu_ms
GPen,256,curve,512,contact,28,14,8,3932160,0.259166,0.533542,5.373646
GPen,256,curve,512,simple,28,14,8,3932160,0.259166,0.517968,2.452292
GPen,256,curve,512,merged,28,13,8,3670016,0.222135,0.512396,2.314844
GPen,256,curve,512,simple,29,14,8,3932160,0.259166,0.383490,2.453802
GPen,256,curve,512,merged,29,13,8,3670016,0.222135,0.397812,2.319115
GPen,256,curve,512,contact,29,14,8,3932160,0.259166,0.538958,5.364583
GPen,2048,straight,512,merged,0,1,99,6488064,0.108854,0.531041,9.015416
GPen,2048,straight,512,contact,0,3,99,17104896,0.128594,0.184635,32.670728
GPen,2048,straight,512,simple,0,3,99,17104896,0.128594,0.189010,13.758385
GPen,2048,straight,512,contact,1,3,99,17104896,0.128594,0.192865,32.679895
GPen,2048,straight,512,simple,1,3,99,17104896,0.128594,0.556041,14.209323
GPen,2048,straight,512,merged,1,1,99,6488064,0.108854,0.706719,8.949062
GPen,2048,straight,512,simple,2,3,99,17104896,0.128594,0.516198,14.194062
GPen,2048,straight,512,merged,2,1,99,6488064,0.108854,0.610208,9.034427
GPen,2048,straight,512,contact,2,3,99,17104896,0.128594,0.827396,32.357864
GPen,2048,straight,512,merged,3,1,99,6488064,0.108854,0.560260,8.788489
GPen,2048,straight,512,contact,3,3,99,17104896,0.128594,0.540313,32.377968
GPen,2048,straight,512,simple,3,3,99,17104896,0.128594,0.783750,13.702187
GPen,2048,straight,512,contact,4,3,99,17104896,0.128594,0.526562,32.383124
GPen,2048,straight,512,simple,4,3,99,17104896,0.128594,0.711614,10.086198
GPen,2048,straight,512,merged,4,1,99,6488064,0.108854,0.843698,6.248281
GPen,2048,straight,512,simple,5,3,99,17104896,0.128594,0.668385,10.087552
GPen,2048,straight,512,merged,5,1,99,6488064,0.108854,0.477657,6.538542
GPen,2048,straight,512,contact,5,3,99,17104896,0.128594,0.544323,23.553020
GPen,2048,straight,512,merged,6,1,99,6488064,0.108854,0.602396,6.550521
GPen,2048,straight,512,contact,6,3,99,17104896,0.128594,0.700729,23.556354
GPen,2048,straight,512,simple,6,3,99,17104896,0.128594,0.522657,10.607448
GPen,2048,straight,512,contact,7,3,99,17104896,0.128594,0.781458,23.673802
GPen,2048,straight,512,simple,7,3,99,17104896,0.128594,0.519792,10.589218
GPen,2048,straight,512,merged,7,1,99,6488064,0.108854,0.518438,7.074375
GPen,2048,straight,512,simple,8,3,99,17104896,0.128594,0.539896,10.606250
GPen,2048,straight,512,merged,8,1,99,6488064,0.108854,0.503177,7.097500
GPen,2048,straight,512,contact,8,3,99,17104896,0.128594,0.553802,23.666249
GPen,2048,straight,512,merged,9,1,99,6488064,0.108854,0.565729,7.296458
GPen,2048,straight,512,contact,9,3,99,17104896,0.128594,0.548021,24.024166
GPen,2048,straight,512,simple,9,3,99,17104896,0.128594,0.866042,11.088698
GPen,2048,straight,512,contact,10,3,99,17104896,0.128594,0.748490,24.024114
GPen,2048,straight,512,simple,10,3,99,17104896,0.128594,0.945729,11.085781
GPen,2048,straight,512,merged,10,1,99,6488064,0.108854,0.552239,7.326875
GPen,2048,straight,512,simple,11,3,99,17104896,0.128594,0.557292,11.157968
GPen,2048,straight,512,merged,11,1,99,6488064,0.108854,0.673281,7.296562
GPen,2048,straight,512,contact,11,3,99,17104896,0.128594,0.530313,24.023854
GPen,2048,straight,512,merged,12,1,99,6488064,0.108854,1.048437,7.293437
GPen,2048,straight,512,contact,12,3,99,17104896,0.128594,0.548541,24.021197
GPen,2048,straight,512,simple,12,3,99,17104896,0.128594,1.071146,11.074010
GPen,2048,straight,512,contact,13,3,99,17104896,0.128594,0.515729,24.024739
GPen,2048,straight,512,simple,13,3,99,17104896,0.128594,0.859531,11.097864
GPen,2048,straight,512,merged,13,1,99,6488064,0.108854,0.528333,7.317083
GPen,2048,straight,512,simple,14,3,99,17104896,0.128594,0.574062,11.084166
GPen,2048,straight,512,merged,14,1,99,6488064,0.108854,0.516718,7.306666
GPen,2048,straight,512,contact,14,3,99,17104896,0.128594,0.564323,24.020156
GPen,2048,straight,512,merged,15,1,99,6488064,0.108854,0.585677,7.320573
GPen,2048,straight,512,contact,15,3,99,17104896,0.128594,0.634636,24.028229
GPen,2048,straight,512,simple,15,3,99,17104896,0.128594,0.862553,11.076302
GPen,2048,straight,512,contact,16,3,99,17104896,0.128594,0.730209,24.019635
GPen,2048,straight,512,simple,16,3,99,17104896,0.128594,0.484844,11.074010
GPen,2048,straight,512,merged,16,1,99,6488064,0.108854,0.546042,7.295989
GPen,2048,straight,512,simple,17,3,99,17104896,0.128594,0.852916,11.084948
GPen,2048,straight,512,merged,17,1,99,6488064,0.108854,0.587500,7.342396
GPen,2048,straight,512,contact,17,3,99,17104896,0.128594,0.569219,24.037083
GPen,2048,straight,512,merged,18,1,99,6488064,0.108854,1.022968,7.333125
GPen,2048,straight,512,contact,18,3,99,17104896,0.128594,0.533386,24.019635
GPen,2048,straight,512,simple,18,3,99,17104896,0.128594,0.508907,11.073854
GPen,2048,straight,512,contact,19,3,99,17104896,0.128594,2.276823,23.680468
GPen,2048,straight,512,simple,19,3,99,17104896,0.128594,0.533385,10.083437
GPen,2048,straight,512,merged,19,1,99,6488064,0.108854,0.519375,6.259114
GPen,2048,straight,512,simple,20,3,99,17104896,0.128594,0.548593,10.087396
GPen,2048,straight,512,merged,20,1,99,6488064,0.108854,0.508386,6.253125
GPen,2048,straight,512,contact,20,3,99,17104896,0.128594,0.546407,23.512343
GPen,2048,straight,512,merged,21,1,99,6488064,0.108854,0.515937,6.233542
GPen,2048,straight,512,contact,21,3,99,17104896,0.128594,0.549531,23.569739
GPen,2048,straight,512,simple,21,3,99,17104896,0.128594,0.572865,10.948229
GPen,2048,straight,512,contact,22,3,99,17104896,0.128594,0.543959,24.007031
GPen,2048,straight,512,simple,22,3,99,17104896,0.128594,0.744531,11.072656
GPen,2048,straight,512,merged,22,1,99,6488064,0.108854,0.523334,7.312864
GPen,2048,straight,512,simple,23,3,99,17104896,0.128594,0.549011,11.086458
GPen,2048,straight,512,merged,23,1,99,6488064,0.108854,0.523020,7.308437
GPen,2048,straight,512,contact,23,3,99,17104896,0.128594,0.467292,24.025416
GPen,2048,straight,512,merged,24,1,99,6488064,0.108854,0.826771,7.325000
GPen,2048,straight,512,contact,24,3,99,17104896,0.128594,0.715104,24.021510
GPen,2048,straight,512,simple,24,3,99,17104896,0.128594,0.870000,11.080781
GPen,2048,straight,512,contact,25,3,99,17104896,0.128594,0.510104,24.017395
GPen,2048,straight,512,simple,25,3,99,17104896,0.128594,0.599063,11.087083
GPen,2048,straight,512,merged,25,1,99,6488064,0.108854,0.518125,7.301979
GPen,2048,straight,512,simple,26,3,99,17104896,0.128594,0.545417,11.085364
GPen,2048,straight,512,merged,26,1,99,6488064,0.108854,0.528541,7.292552
GPen,2048,straight,512,contact,26,3,99,17104896,0.128594,0.515886,24.018645
GPen,2048,straight,512,merged,27,1,99,6488064,0.108854,0.518281,7.301823
GPen,2048,straight,512,contact,27,3,99,17104896,0.128594,0.543073,24.023906
GPen,2048,straight,512,simple,27,3,99,17104896,0.128594,0.510677,11.071875
GPen,2048,straight,512,contact,28,3,99,17104896,0.128594,0.482291,24.013958
GPen,2048,straight,512,simple,28,3,99,17104896,0.128594,0.472343,11.090000
GPen,2048,straight,512,merged,28,1,99,6488064,0.108854,0.500156,7.294531
GPen,2048,straight,512,simple,29,3,99,17104896,0.128594,0.531250,11.088281
GPen,2048,straight,512,merged,29,1,99,6488064,0.108854,0.501511,7.284271
GPen,2048,straight,512,contact,29,3,99,17104896,0.128594,0.535989,24.032916
GPen,2048,curve,512,merged,0,2,99,11796480,0.071095,0.695157,8.975156
GPen,2048,curve,512,contact,0,3,99,17104896,0.064792,0.197240,23.571822
GPen,2048,curve,512,simple,0,3,99,17104896,0.064792,0.221614,9.274844
GPen,2048,curve,512,contact,1,3,99,17104896,0.064792,0.195365,32.487135
GPen,2048,curve,512,simple,1,3,99,17104896,0.064792,0.388854,12.807239
GPen,2048,curve,512,merged,1,2,99,11796480,0.071095,0.133958,9.884062
GPen,2048,curve,512,simple,2,3,99,17104896,0.064792,0.273855,12.721510
GPen,2048,curve,512,merged,2,2,99,11796480,0.071095,0.458541,9.912812
GPen,2048,curve,512,contact,2,3,99,17104896,0.064792,0.443125,23.263333
GPen,2048,curve,512,merged,3,2,99,11796480,0.071095,0.536719,8.017500
GPen,2048,curve,512,contact,3,3,99,17104896,0.064792,0.337604,23.573020
GPen,2048,curve,512,simple,3,3,99,17104896,0.064792,0.766458,10.248906
GPen,2048,curve,512,contact,4,3,99,17104896,0.064792,0.395468,23.550729
GPen,2048,curve,512,simple,4,3,99,17104896,0.064792,0.819479,11.109218
GPen,2048,curve,512,merged,4,2,99,11796480,0.071095,0.350521,8.989010
GPen,2048,curve,512,simple,5,3,99,17104896,0.064792,0.684115,11.110625
GPen,2048,curve,512,merged,5,2,99,11796480,0.071095,0.335625,8.996250
GPen,2048,curve,512,contact,5,3,99,17104896,0.064792,0.520000,24.023906
GPen,2048,curve,512,merged,6,2,99,11796480,0.071095,0.652760,9.018906
GPen,2048,curve,512,contact,6,3,99,17104896,0.064792,0.525000,24.040833
GPen,2048,curve,512,simple,6,3,99,17104896,0.064792,0.926302,11.092760
GPen,2048,curve,512,contact,7,3,99,17104896,0.064792,0.341302,24.041197
GPen,2048,curve,512,simple,7,3,99,17104896,0.064792,0.627240,11.095104
GPen,2048,curve,512,merged,7,2,99,11796480,0.071095,0.536354,8.990469
GPen,2048,curve,512,simple,8,3,99,17104896,0.064792,0.872812,11.093906
GPen,2048,curve,512,merged,8,2,99,11796480,0.071095,0.328854,8.988594
GPen,2048,curve,512,contact,8,3,99,17104896,0.064792,0.564427,24.024374
GPen,2048,curve,512,merged,9,2,99,11796480,0.071095,0.462396,8.990573
GPen,2048,curve,512,contact,9,3,99,17104896,0.064792,0.543646,24.042447
GPen,2048,curve,512,simple,9,3,99,17104896,0.064792,0.879895,11.087083
GPen,2048,curve,512,contact,10,3,99,17104896,0.064792,0.563437,24.027551
GPen,2048,curve,512,simple,10,3,99,17104896,0.064792,0.527761,11.101875
GPen,2048,curve,512,merged,10,2,99,11796480,0.071095,0.536615,8.979271
GPen,2048,curve,512,simple,11,3,99,17104896,0.064792,0.537552,11.092135
GPen,2048,curve,512,merged,11,2,99,11796480,0.071095,0.507968,8.962031
GPen,2048,curve,512,contact,11,3,99,17104896,0.064792,0.520364,23.898437
GPen,2048,curve,512,merged,12,2,99,11796480,0.071095,0.567135,7.899010
GPen,2048,curve,512,contact,12,3,99,17104896,0.064792,0.952656,24.167343
GPen,2048,curve,512,simple,12,3,99,17104896,0.064792,0.223802,9.810989
GPen,2048,curve,512,contact,13,3,99,17104896,0.064792,0.602031,23.538749
GPen,2048,curve,512,simple,13,3,99,17104896,0.064792,0.646406,7.656614
GPen,2048,curve,512,merged,13,2,99,11796480,0.071095,0.575209,6.067448
GPen,2048,curve,512,simple,14,3,99,17104896,0.064792,0.613230,7.647604
GPen,2048,curve,512,merged,14,2,99,11796480,0.071095,0.523750,6.064323
GPen,2048,curve,512,contact,14,3,99,17104896,0.064792,0.474531,16.906145
GPen,2048,curve,512,merged,15,2,99,11796480,0.071095,0.679479,6.052760
GPen,2048,curve,512,contact,15,3,99,17104896,0.064792,0.507656,16.906927
GPen,2048,curve,512,simple,15,3,99,17104896,0.064792,0.513959,7.645156
GPen,2048,curve,512,contact,16,3,99,17104896,0.064792,0.532500,16.913698
GPen,2048,curve,512,simple,16,3,99,17104896,0.064792,0.557604,7.882344
GPen,2048,curve,512,merged,16,2,99,11796480,0.071095,0.681354,6.089479
GPen,2048,curve,512,simple,17,3,99,17104896,0.064792,0.568698,7.878437
GPen,2048,curve,512,merged,17,2,99,11796480,0.071095,0.500209,6.411562
GPen,2048,curve,512,contact,17,3,99,17104896,0.064792,0.507188,16.968541
GPen,2048,curve,512,merged,18,2,99,11796480,0.071095,0.518177,6.410260
GPen,2048,curve,512,contact,18,3,99,17104896,0.064792,0.485834,16.966614
GPen,2048,curve,512,simple,18,3,99,17104896,0.064792,0.522552,7.873333
GPen,2048,curve,512,contact,19,3,99,17104896,0.064792,0.678333,16.968229
GPen,2048,curve,512,simple,19,3,99,17104896,0.064792,0.503646,7.872396
GPen,2048,curve,512,merged,19,2,99,11796480,0.071095,0.513802,6.406406
GPen,2048,curve,512,simple,20,3,99,17104896,0.064792,0.504896,7.868437
GPen,2048,curve,512,merged,20,2,99,11796480,0.071095,0.591667,6.389271
GPen,2048,curve,512,contact,20,3,99,17104896,0.064792,0.675416,16.965833
GPen,2048,curve,512,merged,21,2,99,11796480,0.071095,0.489896,6.400104
GPen,2048,curve,512,contact,21,3,99,17104896,0.064792,0.571875,16.986770
GPen,2048,curve,512,simple,21,3,99,17104896,0.064792,0.635156,7.884479
GPen,2048,curve,512,contact,22,3,99,17104896,0.064792,0.927240,16.961458
GPen,2048,curve,512,simple,22,3,99,17104896,0.064792,0.616771,7.883333
GPen,2048,curve,512,merged,22,2,99,11796480,0.071095,0.801979,6.416094
GPen,2048,curve,512,simple,23,3,99,17104896,0.064792,0.532864,7.874479
GPen,2048,curve,512,merged,23,2,99,11796480,0.071095,0.832292,6.414635
GPen,2048,curve,512,contact,23,3,99,17104896,0.064792,0.558906,16.959010
GPen,2048,curve,512,merged,24,2,99,11796480,0.071095,0.831771,6.405989
GPen,2048,curve,512,contact,24,3,99,17104896,0.064792,0.453386,16.972343
GPen,2048,curve,512,simple,24,3,99,17104896,0.064792,0.528386,7.886979
GPen,2048,curve,512,contact,25,3,99,17104896,0.064792,0.629531,16.963854
GPen,2048,curve,512,simple,25,3,99,17104896,0.064792,0.510521,7.897291
GPen,2048,curve,512,merged,25,2,99,11796480,0.071095,0.531718,6.405729
GPen,2048,curve,512,simple,26,3,99,17104896,0.064792,0.513698,7.879948
GPen,2048,curve,512,merged,26,2,99,11796480,0.071095,0.666927,6.399375
GPen,2048,curve,512,contact,26,3,99,17104896,0.064792,0.716041,16.965989
GPen,2048,curve,512,merged,27,2,99,11796480,0.071095,0.708646,6.405937
GPen,2048,curve,512,contact,27,3,99,17104896,0.064792,0.415781,16.961406
GPen,2048,curve,512,simple,27,3,99,17104896,0.064792,0.513386,7.875885
GPen,2048,curve,512,contact,28,3,99,17104896,0.064792,0.772968,16.966198
GPen,2048,curve,512,simple,28,3,99,17104896,0.064792,0.562865,7.883229
GPen,2048,curve,512,merged,28,2,99,11796480,0.071095,0.439843,6.394479
GPen,2048,curve,512,simple,29,3,99,17104896,0.064792,0.543333,7.874166
GPen,2048,curve,512,merged,29,2,99,11796480,0.071095,0.466667,6.412864
GPen,2048,curve,512,contact,29,3,99,17104896,0.064792,0.448386,16.963020
GPen,2048,backlog,4096,merged,0,1,225,14745600,0.051303,0.496510,8.265677
GPen,2048,backlog,4096,contact,0,13,225,78446592,0.128073,0.197292,100.228487
GPen,2048,backlog,4096,simple,0,13,225,78446592,0.128073,0.201406,55.781717
GPen,2048,backlog,4096,contact,1,13,225,78446592,0.128073,0.201719,98.599581
GPen,2048,backlog,4096,simple,1,13,225,78446592,0.128073,0.303229,14.968958
GPen,2048,backlog,4096,merged,1,1,225,14745600,0.051303,0.780260,8.270989
GPen,2048,backlog,4096,simple,2,13,225,78446592,0.128073,0.515052,14.975833
GPen,2048,backlog,4096,merged,2,1,225,14745600,0.051303,0.670573,8.252291
GPen,2048,backlog,4096,contact,2,13,225,78446592,0.128073,0.491979,33.435728
GPen,2048,backlog,4096,merged,3,1,225,14745600,0.051303,0.500678,8.266198
GPen,2048,backlog,4096,contact,3,13,225,78446592,0.128073,0.416094,33.426562
GPen,2048,backlog,4096,simple,3,13,225,78446592,0.128073,0.609427,14.972187
GPen,2048,backlog,4096,contact,4,13,225,78446592,0.128073,0.513698,33.432812
GPen,2048,backlog,4096,simple,4,13,225,78446592,0.128073,0.485000,14.970833
GPen,2048,backlog,4096,merged,4,1,225,14745600,0.051303,0.633229,8.264114
GPen,2048,backlog,4096,simple,5,13,225,78446592,0.128073,0.522916,14.971979
GPen,2048,backlog,4096,merged,5,1,225,14745600,0.051303,0.326875,8.281354
GPen,2048,backlog,4096,contact,5,13,225,78446592,0.128073,0.518333,33.425051
GPen,2048,backlog,4096,merged,6,1,225,14745600,0.051303,0.425053,8.272500
GPen,2048,backlog,4096,contact,6,13,225,78446592,0.128073,0.511719,33.422395
GPen,2048,backlog,4096,simple,6,13,225,78446592,0.128073,0.401771,14.966510
GPen,2048,backlog,4096,contact,7,13,225,78446592,0.128073,0.361458,33.426249
GPen,2048,backlog,4096,simple,7,13,225,78446592,0.128073,0.568646,14.961666
GPen,2048,backlog,4096,merged,7,1,225,14745600,0.051303,0.414792,8.276458
GPen,2048,backlog,4096,simple,8,13,225,78446592,0.128073,0.560573,14.965312
GPen,2048,backlog,4096,merged,8,1,225,14745600,0.051303,0.324896,8.273541
GPen,2048,backlog,4096,contact,8,13,225,78446592,0.128073,0.519687,33.427343
GPen,2048,backlog,4096,merged,9,1,225,14745600,0.051303,0.559167,8.270573
GPen,2048,backlog,4096,contact,9,13,225,78446592,0.128073,0.496979,33.433020
GPen,2048,backlog,4096,simple,9,13,225,78446592,0.128073,0.672500,14.978802
GPen,2048,backlog,4096,contact,10,13,225,78446592,0.128073,0.492760,33.430728
GPen,2048,backlog,4096,simple,10,13,225,78446592,0.128073,0.509271,14.982135
GPen,2048,backlog,4096,merged,10,1,225,14745600,0.051303,0.503802,8.270521
GPen,2048,backlog,4096,simple,11,13,225,78446592,0.128073,0.509167,14.972239
GPen,2048,backlog,4096,merged,11,1,225,14745600,0.051303,0.509375,8.285573
GPen,2048,backlog,4096,contact,11,13,225,78446592,0.128073,0.502708,33.421145
GPen,2048,backlog,4096,merged,12,1,225,14745600,0.051303,0.498489,8.260364
GPen,2048,backlog,4096,contact,12,13,225,78446592,0.128073,0.824792,33.419166
GPen,2048,backlog,4096,simple,12,13,225,78446592,0.128073,0.593490,14.979427
GPen,2048,backlog,4096,contact,13,13,225,78446592,0.128073,0.511302,33.416458
GPen,2048,backlog,4096,simple,13,13,225,78446592,0.128073,0.499271,14.991510
GPen,2048,backlog,4096,merged,13,1,225,14745600,0.051303,0.488125,8.267448
GPen,2048,backlog,4096,simple,14,13,225,78446592,0.128073,0.479583,14.977239
GPen,2048,backlog,4096,merged,14,1,225,14745600,0.051303,0.592656,8.271771
GPen,2048,backlog,4096,contact,14,13,225,78446592,0.128073,0.514792,33.420676
GPen,2048,backlog,4096,merged,15,1,225,14745600,0.051303,0.720625,8.260573
GPen,2048,backlog,4096,contact,15,13,225,78446592,0.128073,0.491041,33.421718
GPen,2048,backlog,4096,simple,15,13,225,78446592,0.128073,0.498021,14.963385
GPen,2048,backlog,4096,contact,16,13,225,78446592,0.128073,0.475209,33.434478
GPen,2048,backlog,4096,simple,16,13,225,78446592,0.128073,0.458437,15.028489
GPen,2048,backlog,4096,merged,16,1,225,14745600,0.051303,0.468646,8.433958
GPen,2048,backlog,4096,simple,17,13,225,78446592,0.128073,0.496667,14.993541
GPen,2048,backlog,4096,merged,17,1,225,14745600,0.051303,0.505885,8.285729
GPen,2048,backlog,4096,contact,17,13,225,78446592,0.128073,0.498073,33.413541
GPen,2048,backlog,4096,merged,18,1,225,14745600,0.051303,0.610208,8.277135
GPen,2048,backlog,4096,contact,18,13,225,78446592,0.128073,0.493594,33.419999
GPen,2048,backlog,4096,simple,18,13,225,78446592,0.128073,0.507916,14.977812
GPen,2048,backlog,4096,contact,19,13,225,78446592,0.128073,0.490937,33.430364
GPen,2048,backlog,4096,simple,19,13,225,78446592,0.128073,0.496250,14.985729
GPen,2048,backlog,4096,merged,19,1,225,14745600,0.051303,0.540781,8.282291
GPen,2048,backlog,4096,simple,20,13,225,78446592,0.128073,0.495260,14.999166
GPen,2048,backlog,4096,merged,20,1,225,14745600,0.051303,0.521927,8.273541
GPen,2048,backlog,4096,contact,20,13,225,78446592,0.128073,0.510938,33.419791
GPen,2048,backlog,4096,merged,21,1,225,14745600,0.051303,0.593229,8.263854
GPen,2048,backlog,4096,contact,21,13,225,78446592,0.128073,0.499583,33.429322
GPen,2048,backlog,4096,simple,21,13,225,78446592,0.128073,0.594062,14.982187
GPen,2048,backlog,4096,contact,22,13,225,78446592,0.128073,0.513541,33.417187
GPen,2048,backlog,4096,simple,22,13,225,78446592,0.128073,0.810729,14.979895
GPen,2048,backlog,4096,merged,22,1,225,14745600,0.051303,0.492083,8.251614
GPen,2048,backlog,4096,simple,23,13,225,78446592,0.128073,0.497136,14.969375
GPen,2048,backlog,4096,merged,23,1,225,14745600,0.051303,0.501041,8.339010
GPen,2048,backlog,4096,contact,23,13,225,78446592,0.128073,0.604948,33.426614
GPen,2048,backlog,4096,merged,24,1,225,14745600,0.051303,0.477447,8.273177
GPen,2048,backlog,4096,contact,24,13,225,78446592,0.128073,0.499427,33.428333
GPen,2048,backlog,4096,simple,24,13,225,78446592,0.128073,0.503020,14.978541
GPen,2048,backlog,4096,contact,25,13,225,78446592,0.128073,0.477396,33.413072
GPen,2048,backlog,4096,simple,25,13,225,78446592,0.128073,0.583958,14.975416
GPen,2048,backlog,4096,merged,25,1,225,14745600,0.051303,0.575729,8.276510
GPen,2048,backlog,4096,simple,26,13,225,78446592,0.128073,1.084844,14.975573
GPen,2048,backlog,4096,merged,26,1,225,14745600,0.051303,0.669896,8.286354
GPen,2048,backlog,4096,contact,26,13,225,78446592,0.128073,0.524791,33.431614
GPen,2048,backlog,4096,merged,27,1,225,14745600,0.051303,0.489219,8.267500
GPen,2048,backlog,4096,contact,27,13,225,78446592,0.128073,0.515625,33.425885
GPen,2048,backlog,4096,simple,27,13,225,78446592,0.128073,0.581146,14.965989
GPen,2048,backlog,4096,contact,28,13,225,78446592,0.128073,0.515208,33.426093
GPen,2048,backlog,4096,simple,28,13,225,78446592,0.128073,0.609063,14.963698
GPen,2048,backlog,4096,merged,28,1,225,14745600,0.051303,0.478594,8.273854
GPen,2048,backlog,4096,simple,29,13,225,78446592,0.128073,0.502239,14.971614
GPen,2048,backlog,4096,merged,29,1,225,14745600,0.051303,0.498229,8.265156
GPen,2048,backlog,4096,contact,29,13,225,78446592,0.128073,0.506198,33.432916
Pencil,32,straight,512,merged,0,1,3,196608,0.052604,0.410677,0.080573
Pencil,32,straight,512,contact,0,125,3,9502720,0.065937,0.321510,2.468802
Pencil,32,straight,512,simple,0,125,3,9502720,0.065937,0.165469,1.227135
Pencil,32,straight,512,contact,1,125,3,9502720,0.065937,0.150573,2.482031
Pencil,32,straight,512,simple,1,125,3,9502720,0.065937,0.115886,1.222135
Pencil,32,straight,512,merged,1,1,3,196608,0.052604,0.105781,0.079740
Pencil,32,straight,512,simple,2,125,3,9502720,0.065937,0.192448,1.223542
Pencil,32,straight,512,merged,2,1,3,196608,0.052604,0.276718,0.079375
Pencil,32,straight,512,contact,2,125,3,9502720,0.065937,0.270105,2.467240
Pencil,32,straight,512,merged,3,1,3,196608,0.052604,0.325208,0.077917
Pencil,32,straight,512,contact,3,125,3,9502720,0.065937,0.333021,2.467760
Pencil,32,straight,512,simple,3,125,3,9502720,0.065937,0.273854,1.223437
Pencil,32,straight,512,contact,4,125,3,9502720,0.065937,0.279687,2.468958
Pencil,32,straight,512,simple,4,125,3,9502720,0.065937,0.375364,1.222917
Pencil,32,straight,512,merged,4,1,3,196608,0.052604,0.383958,0.079323
Pencil,32,straight,512,simple,5,125,3,9502720,0.065937,0.395885,1.225781
Pencil,32,straight,512,merged,5,1,3,196608,0.052604,0.399115,0.078906
Pencil,32,straight,512,contact,5,125,3,9502720,0.065937,0.481354,2.477083
Pencil,32,straight,512,merged,6,1,3,196608,0.052604,0.385677,0.080781
Pencil,32,straight,512,contact,6,125,3,9502720,0.065937,0.391458,2.471354
Pencil,32,straight,512,simple,6,125,3,9502720,0.065937,0.445782,1.225208
Pencil,32,straight,512,contact,7,125,3,9502720,0.065937,0.384739,2.472344
Pencil,32,straight,512,simple,7,125,3,9502720,0.065937,0.379844,1.224219
Pencil,32,straight,512,merged,7,1,3,196608,0.052604,0.385833,0.080104
Pencil,32,straight,512,simple,8,125,3,9502720,0.065937,0.376094,1.225990
Pencil,32,straight,512,merged,8,1,3,196608,0.052604,0.395469,0.077812
Pencil,32,straight,512,contact,8,125,3,9502720,0.065937,0.379270,2.466042
Pencil,32,straight,512,merged,9,1,3,196608,0.052604,0.379844,0.080104
Pencil,32,straight,512,contact,9,125,3,9502720,0.065937,0.527395,2.470312
Pencil,32,straight,512,simple,9,125,3,9502720,0.065937,0.499948,1.223073
Pencil,32,straight,512,contact,10,125,3,9502720,0.065937,0.395625,2.469323
Pencil,32,straight,512,simple,10,125,3,9502720,0.065937,0.399948,1.222344
Pencil,32,straight,512,merged,10,1,3,196608,0.052604,0.369166,0.077760
Pencil,32,straight,512,simple,11,125,3,9502720,0.065937,0.487344,1.219844
Pencil,32,straight,512,merged,11,1,3,196608,0.052604,0.389792,0.079427
Pencil,32,straight,512,contact,11,125,3,9502720,0.065937,0.370677,2.466615
Pencil,32,straight,512,merged,12,1,3,196608,0.052604,0.362969,0.078750
Pencil,32,straight,512,contact,12,125,3,9502720,0.065937,0.476979,2.472292
Pencil,32,straight,512,simple,12,125,3,9502720,0.065937,0.428385,1.220885
Pencil,32,straight,512,contact,13,125,3,9502720,0.065937,0.375260,2.470469
Pencil,32,straight,512,simple,13,125,3,9502720,0.065937,0.386458,1.226198
Pencil,32,straight,512,merged,13,1,3,196608,0.052604,0.375313,0.077396
Pencil,32,straight,512,simple,14,125,3,9502720,0.065937,0.369532,1.225156
Pencil,32,straight,512,merged,14,1,3,196608,0.052604,0.383230,0.078698
Pencil,32,straight,512,contact,14,125,3,9502720,0.065937,0.378282,2.466302
Pencil,32,straight,512,merged,15,1,3,196608,0.052604,0.466875,0.078646
Pencil,32,straight,512,contact,15,125,3,9502720,0.065937,0.386667,2.468281
Pencil,32,straight,512,simple,15,125,3,9502720,0.065937,0.429635,1.223125
Pencil,32,straight,512,contact,16,125,3,9502720,0.065937,0.382604,2.467344
Pencil,32,straight,512,simple,16,125,3,9502720,0.065937,0.367344,1.229219
Pencil,32,straight,512,merged,16,1,3,196608,0.052604,0.364688,0.079740
Pencil,32,straight,512,simple,17,125,3,9502720,0.065937,0.369792,1.222448
Pencil,32,straight,512,merged,17,1,3,196608,0.052604,0.377552,0.079583
Pencil,32,straight,512,contact,17,125,3,9502720,0.065937,0.384011,2.469792
Pencil,32,straight,512,merged,18,1,3,196608,0.052604,0.467708,0.078958
Pencil,32,straight,512,contact,18,125,3,9502720,0.065937,0.374635,2.473802
Pencil,32,straight,512,simple,18,125,3,9502720,0.065937,0.434479,1.226615
Pencil,32,straight,512,contact,19,125,3,9502720,0.065937,0.388281,2.465937
Pencil,32,straight,512,simple,19,125,3,9502720,0.065937,0.453542,1.219219
Pencil,32,straight,512,merged,19,1,3,196608,0.052604,0.379740,0.077917
Pencil,32,straight,512,simple,20,125,3,9502720,0.065937,0.379479,1.219427
Pencil,32,straight,512,merged,20,1,3,196608,0.052604,0.368385,0.079167
Pencil,32,straight,512,contact,20,125,3,9502720,0.065937,0.375468,2.464635
Pencil,32,straight,512,merged,21,1,3,196608,0.052604,0.374115,0.079375
Pencil,32,straight,512,contact,21,125,3,9502720,0.065937,0.374635,2.470312
Pencil,32,straight,512,simple,21,125,3,9502720,0.065937,0.362396,1.222812
Pencil,32,straight,512,contact,22,125,3,9502720,0.065937,0.364532,2.467344
Pencil,32,straight,512,simple,22,125,3,9502720,0.065937,0.380417,1.225365
